AnGamGeneStableID	AnGamTranscriptstableID	AnFunGeneStableID	AnFunTranscriptStableID	GeneName	GeneClass
AGAP007162	AGAP007162-RB			Longevity regulating pathway - multiple species	Longevity regulating pathway - multiple species
AGAP008039	AGAP008039-RA			Longevity regulating pathway - multiple species	Longevity regulating pathway - multiple species
AGAP008039	AGAP008039-RB			Longevity regulating pathway - multiple species	Longevity regulating pathway - multiple species
AGAP008039	AGAP008039-RA			Longevity regulating pathway - multiple species	Longevity regulating pathway - multiple species
AGAP008039	AGAP008039-RB			Longevity regulating pathway - multiple species	Longevity regulating pathway - multiple species
AGAP010603	AGAP010603-RA			Longevity regulating pathway - multiple species	Longevity regulating pathway - multiple species
AGAP010603	AGAP010603-RA			Longevity regulating pathway - multiple species	Longevity regulating pathway - multiple species
AGAP010605	AGAP010605-RA			Longevity regulating pathway - multiple species	Longevity regulating pathway - multiple species
AGAP010605	AGAP010605-RA			Longevity regulating pathway - multiple species	Longevity regulating pathway - multiple species
AGAP012186	AGAP012186-RA	AFUN003220	AFUN003220-RA	Lipoic acid metabolism	Lipoic acid metabolism
AGAP012186	AGAP012186-RA	AFUN003220	AFUN003220-RA	Lipoic acid metabolism	Lipoic acid metabolism
AGAP010568	AGAP010568-RA	AFUN015827	AFUN015827-RA	Lipoic acid metabolism	Lipoic acid metabolism
AGAP010568	AGAP010568-RA	AFUN015827	AFUN015827-RA	Lipoic acid metabolism	Lipoic acid metabolism
AGAP012186	AGAP012186-RA	AFUN018658	AFUN018658-RA	Lipoic acid metabolism	Lipoic acid metabolism
AGAP012186	AGAP012186-RA	AFUN018658	AFUN018658-RA	Lipoic acid metabolism	Lipoic acid metabolism
AGAP010568	AGAP010568-RA	AFUN018716	AFUN018716-RA	Lipoic acid metabolism	Lipoic acid metabolism
AGAP010568	AGAP010568-RA	AFUN018716	AFUN018716-RA	Lipoic acid metabolism	Lipoic acid metabolism
AGAP000531	AGAP000531-RA			Lipoic acid metabolism	Lipoic acid metabolism
AGAP000531	AGAP000531-RA			Lipoic acid metabolism	Lipoic acid metabolism
AGAP000531	AGAP000531-RA			Lipoic acid metabolism	Lipoic acid metabolism
AGAP000531	AGAP000531-RA			Lipoic acid metabolism	Lipoic acid metabolism
AGAP004731	AGAP004731-RA	AFUN000469	AFUN000469-RA	Linoleic acid metabolism	Linoleic acid metabolism
AGAP004731	AGAP004731-RA	AFUN000469	AFUN000469-RA	Linoleic acid metabolism	Linoleic acid metabolism
AGAP004731	AGAP004731-RA	AFUN000469	AFUN000469-RA	Linoleic acid metabolism	Linoleic acid metabolism
AGAP004730	AGAP004730-RA	AFUN000470	AFUN000470-RA	Linoleic acid metabolism	Linoleic acid metabolism
AGAP004730	AGAP004730-RA	AFUN000470	AFUN000470-RA	Linoleic acid metabolism	Linoleic acid metabolism
AGAP004730	AGAP004730-RA	AFUN000470	AFUN000470-RA	Linoleic acid metabolism	Linoleic acid metabolism
AGAP011108	AGAP011108-RA	AFUN001823	AFUN001823-RA	Linoleic acid metabolism	Linoleic acid metabolism
AGAP011108	AGAP011108-RA	AFUN001823	AFUN001823-RA	Linoleic acid metabolism	Linoleic acid metabolism
AGAP005656	AGAP005656-RA	AFUN004884	AFUN004884-RA	Linoleic acid metabolism	Linoleic acid metabolism
AGAP005656	AGAP005656-RA	AFUN004884	AFUN004884-RA	Linoleic acid metabolism	Linoleic acid metabolism
AGAP005656	AGAP005656-RA	AFUN004884	AFUN004884-RA	Linoleic acid metabolism	Linoleic acid metabolism
AGAP004812	AGAP004812-RA	AFUN006784	AFUN006784-RA	Linoleic acid metabolism	Linoleic acid metabolism
AGAP004812	AGAP004812-RA	AFUN006784	AFUN006784-RA	Linoleic acid metabolism	Linoleic acid metabolism
AGAP010879	AGAP010879-RA	AFUN011502	AFUN011502-RA	Linoleic acid metabolism	Linoleic acid metabolism
AGAP010879	AGAP010879-RA	AFUN011502	AFUN011502-RA	Linoleic acid metabolism	Linoleic acid metabolism
AGAP010077	AGAP010077-RA	AFUN015757	AFUN015757-RA	Linoleic acid metabolism	Linoleic acid metabolism
AGAP010077	AGAP010077-RA	AFUN015757	AFUN015757-RA	Linoleic acid metabolism	Linoleic acid metabolism
AGAP005660	AGAP005660-RA	AFUN015909	AFUN015909-RA	Linoleic acid metabolism	Linoleic acid metabolism
AGAP005660	AGAP005660-RA	AFUN015909	AFUN015909-RA	Linoleic acid metabolism	Linoleic acid metabolism
AGAP011108	AGAP011108-RA	AFUN019049	AFUN019049-RA	Linoleic acid metabolism	Linoleic acid metabolism
AGAP011108	AGAP011108-RA	AFUN019049	AFUN019049-RA	Linoleic acid metabolism	Linoleic acid metabolism
AGAP011569	AGAP011569-RA	AFUN020575	AFUN020575-RA	Linoleic acid metabolism	Linoleic acid metabolism
AGAP011569	AGAP011569-RB	AFUN020575	AFUN020575-RA	Linoleic acid metabolism	Linoleic acid metabolism
AGAP011569	AGAP011569-RA	AFUN020575	AFUN020575-RA	Linoleic acid metabolism	Linoleic acid metabolism
AGAP011569	AGAP011569-RB	AFUN020575	AFUN020575-RA	Linoleic acid metabolism	Linoleic acid metabolism
AGAP003846	AGAP003846-RA	AFUN022209	AFUN022209-RA	Linoleic acid metabolism	Linoleic acid metabolism
AGAP003846	AGAP003846-RA	AFUN022209	AFUN022209-RA	Linoleic acid metabolism	Linoleic acid metabolism
AGAP003846	AGAP003846-RA	AFUN022209	AFUN022209-RA	Linoleic acid metabolism	Linoleic acid metabolism
AGAP000166	AGAP000166-RA			Linoleic acid metabolism	Linoleic acid metabolism
AGAP000166	AGAP000166-RA			Linoleic acid metabolism	Linoleic acid metabolism
AGAP000166	AGAP000166-RA			Linoleic acid metabolism	Linoleic acid metabolism
AGAP005352	AGAP005352-RA	AFUN000406	AFUN000406-RB	JAK	JAK
AGAP010423	AGAP010423-RA	AFUN003506	AFUN003506-RA	JAK	JAK
AGAP008354	AGAP008354-RA	AFUN004311	AFUN004311-RA	JAK	JAK
AGAP005031	AGAP005031-RA	AFUN010064	AFUN010064-RA	JAK	JAK
AGAP005031	AGAP005031-RB	AFUN010064	AFUN010064-RA	JAK	JAK
AGAP004767	AGAP004767-RA	AFUN010977	AFUN010977-RA	JAK	JAK
AGAP000099	AGAP000099-RA	AFUN016607	AFUN016607-RB	JAK	JAK
AGAP000099	AGAP000099-RB	AFUN016607	AFUN016607-RB	JAK	JAK
AGAP000099	AGAP000099-RC	AFUN016607	AFUN016607-RB	JAK	JAK
AGAP003531	AGAP003531-RA	AFUN002415	AFUN002415-RA	IR41n	Irs
AGAP010272	AGAP010272-RA	AFUN003158	AFUN003158-RA	IR25a	Irs
AGAP013242	AGAP013242-RA	AFUN003581	AFUN003581-RA	IR140.1	Irs
AGAP013436	AGAP013436-RA	AFUN003581	AFUN003581-RA	Ir140.2	Irs
AGAP008511	AGAP008511-RA	AFUN003825	AFUN003825-RA	IR21a	Irs
AGAP008511	AGAP008511-RA	AFUN003826	AFUN003826-RA	IR21a	Irs
AGAP006691	AGAP006691-RA	AFUN004207	AFUN004207-RA	IR139	Irs
AGAP004432	AGAP004432-RA	AFUN005868	AFUN005868-RA	IR41t.1	Irs
AGAP012969	AGAP012969-RA	AFUN005868	AFUN005868-RA	IR41t.2	Irs
AGAP005679	AGAP005679-RA	AFUN006038	AFUN006038-RA	IR135	Irs
AGAP011968	AGAP011968-RA	AFUN006726	AFUN006726-RA	IR76b	Irs
AGAP006407	AGAP006407-RA	AFUN006738	AFUN006738-RA	IR142	Irs
AGAP004923	AGAP004923-RA	AFUN007078	AFUN007078-RA	IR64a	Irs
AGAP000293	AGAP000293-RA	AFUN007352	AFUN007352-RA	IR100h	Irs
AGAP005466	AGAP005466-RA	AFUN007694	AFUN007694-RA	IR75l	Irs
AGAP013085	AGAP013085-RA	AFUN007984	AFUN007984-RA	IR75g	Irs
AGAP001811	AGAP001811-RA	AFUN007985	AFUN007985-RA	IR75h.1	Irs
AGAP001812	AGAP001812-RA	AFUN007985	AFUN007985-RA	IR75h.2	Irs
AGAP010411	AGAP010411-RA	AFUN008837	AFUN008837-RA	IR8a	Irs
AGAP007498	AGAP007498-RA	AFUN009297	AFUN009297-RA	IR75k	Irs
AGAP013416	AGAP013416-RA	AFUN009382	AFUN009382-RA	IR7w	Irs
AGAP013285	AGAP013285-RA	AFUN009383	AFUN009383-RA	IR7u	Irs
AGAP004475	AGAP004475-RA	AFUN009459	AFUN009459-RA	IR100i	Irs
AGAP002904	AGAP002904-RA	AFUN009862	AFUN009862-RA	IR41a	Irs
AGAP007951	AGAP007951-RA	AFUN010315	AFUN010315-RA	IR68a	Irs
AGAP008759	AGAP008759-RA	AFUN010378	AFUN010378-RA	IR41b	Irs
AGAP013172	AGAP013172-RA	AFUN011601	AFUN011601-RA	IR7y	Irs
AGAP013425	AGAP013425-RA	AFUN011661	AFUN011661-RA	IR101	Irs
AGAP004021	AGAP004021-RA	AFUN016324	AFUN016324-RA	IR40a	Irs
AGAP013154	AGAP013154-RA	AFUN020699	AFUN020699-RA	IR7h.1	Irs
AGAP000140	AGAP000140-RA	AFUN021378	AFUN021378-RA	IR100a	Irs
AGAP000256	AGAP000256-RA	AFUN021603	AFUN021603-RA	IR93a	Irs
AGAP013409	AGAP013409-RA	AFUN022308	AFUN022308-RA	IR7s	Irs
AGAP001902	AGAP001902-RA	AFUN000033	AFUN000033-RA	Insulin	Insulin
AGAP000018	AGAP000018-RA	AFUN000208	AFUN000208-RA	Insulin	Insulin
AGAP010600	AGAP010600-RA	AFUN002240	AFUN002240-RA	Insulin	Insulin
AGAP007781	AGAP007781-RA	AFUN009835	AFUN009835-RA	Insulin	Insulin
AGAP003927	AGAP003927-RA	AFUN011246	AFUN011246-RA	Insulin	Insulin
AGAP001471	AGAP001471-RA	AFUN016568	AFUN016568-RA	Insulin	Insulin
AGAP010602	AGAP010602-RA	AFUN018578	AFUN018578-RA	Insulin	Insulin
AGAP010604	AGAP010604-RA	AFUN018578	AFUN018578-RA	Insulin	Insulin
AGAP010600	AGAP010600-RA	AFUN018931	AFUN018931-RA	Insulin	Insulin
AGAP012424	AGAP012424-RA	AFUN020124	AFUN020124-RA	Insulin	Insulin
AGAP010602	AGAP010602-RA	AFUN021160	AFUN021160-RB	Insulin	Insulin
AGAP010604	AGAP010604-RA	AFUN021160	AFUN021160-RB	Insulin	Insulin
AGAP007172	AGAP007172-RB	AFUN021380	AFUN021380-RA	Insulin	Insulin
AGAP007172	AGAP007172-RA	AFUN021380	AFUN021380-RA	Insulin	Insulin
AGAP002161	AGAP002161-RB			Insulin	Insulin
AGAP002161	AGAP002161-RA			Insulin	Insulin
AGAP010603	AGAP010603-RA			Insulin	Insulin
AGAP010605	AGAP010605-RA			Insulin	Insulin
AGAP002429	AGAP002429-RA	AFUN002978	AFUN002978-RA	Insect hormone biosynthesis	Insect hormone biosynthesis
AGAP002429	AGAP002429-RA	AFUN002978	AFUN002978-RA	Insect hormone biosynthesis	Insect hormone biosynthesis
AGAP002429	AGAP002429-RA	AFUN002978	AFUN002978-RA	Insect hormone biosynthesis	Insect hormone biosynthesis
AGAP005972	AGAP005972-RB	AFUN004581	AFUN004581-RA	Insect hormone biosynthesis	Insect hormone biosynthesis
AGAP005972	AGAP005972-RA	AFUN004581	AFUN004581-RA	Insect hormone biosynthesis	Insect hormone biosynthesis
AGAP005972	AGAP005972-RB	AFUN004581	AFUN004581-RA	Insect hormone biosynthesis	Insect hormone biosynthesis
AGAP005972	AGAP005972-RA	AFUN004581	AFUN004581-RA	Insect hormone biosynthesis	Insect hormone biosynthesis
AGAP005972	AGAP005972-RB	AFUN004581	AFUN004581-RA	Insect hormone biosynthesis	Insect hormone biosynthesis
AGAP005972	AGAP005972-RA	AFUN004581	AFUN004581-RA	Insect hormone biosynthesis	Insect hormone biosynthesis
AGAP005972	AGAP005972-RB	AFUN004581	AFUN004581-RA	Insect hormone biosynthesis	Insect hormone biosynthesis
AGAP005972	AGAP005972-RA	AFUN004581	AFUN004581-RA	Insect hormone biosynthesis	Insect hormone biosynthesis
AGAP005992	AGAP005992-RA	AFUN004597	AFUN004597-RA	Insect hormone biosynthesis	Insect hormone biosynthesis
AGAP005992	AGAP005992-RA	AFUN004597	AFUN004597-RA	Insect hormone biosynthesis	Insect hormone biosynthesis
AGAP005645	AGAP005645-RA	AFUN004873	AFUN004873-RA	Insect hormone biosynthesis	Insect hormone biosynthesis
AGAP005645	AGAP005645-RA	AFUN004873	AFUN004873-RA	Insect hormone biosynthesis	Insect hormone biosynthesis
AGAP005645	AGAP005645-RA	AFUN004873	AFUN004873-RA	Insect hormone biosynthesis	Insect hormone biosynthesis
AGAP000284	AGAP000284-RA	AFUN005715	AFUN005715-RA	Insect hormone biosynthesis	Insect hormone biosynthesis
AGAP000284	AGAP000284-RA	AFUN005715	AFUN005715-RA	Insect hormone biosynthesis	Insect hormone biosynthesis
AGAP004103	AGAP004103-RA	AFUN005991	AFUN005991-RA	Insect hormone biosynthesis	Insect hormone biosynthesis
AGAP004103	AGAP004103-RA	AFUN005991	AFUN005991-RA	Insect hormone biosynthesis	Insect hormone biosynthesis
AGAP004103	AGAP004103-RA	AFUN005991	AFUN005991-RA	Insect hormone biosynthesis	Insect hormone biosynthesis
AGAP004103	AGAP004103-RA	AFUN005991	AFUN005991-RA	Insect hormone biosynthesis	Insect hormone biosynthesis
AGAP008682	AGAP008682-RA	AFUN006578	AFUN006578-RA	Insect hormone biosynthesis	Insect hormone biosynthesis
AGAP008682	AGAP008682-RA	AFUN006578	AFUN006578-RA	Insect hormone biosynthesis	Insect hormone biosynthesis
AGAP004665	AGAP004665-RA	AFUN006858	AFUN006858-RA	Insect hormone biosynthesis	Insect hormone biosynthesis
AGAP004665	AGAP004665-RA	AFUN006858	AFUN006858-RA	Insect hormone biosynthesis	Insect hormone biosynthesis
AGAP001038	AGAP001038-RA	AFUN008061	AFUN008061-RA	Insect hormone biosynthesis	Insect hormone biosynthesis
AGAP001038	AGAP001038-RA	AFUN008061	AFUN008061-RA	Insect hormone biosynthesis	Insect hormone biosynthesis
AGAP010311	AGAP010311-RA	AFUN009147	AFUN009147-RA	Insect hormone biosynthesis	Insect hormone biosynthesis
AGAP010311	AGAP010311-RA	AFUN009147	AFUN009147-RA	Insect hormone biosynthesis	Insect hormone biosynthesis
AGAP009985	AGAP009985-RA	AFUN010724	AFUN010724-RA	Insect hormone biosynthesis	Insect hormone biosynthesis
AGAP009985	AGAP009985-RA	AFUN010724	AFUN010724-RA	Insect hormone biosynthesis	Insect hormone biosynthesis
AGAP010002	AGAP010002-RA	AFUN010724	AFUN010724-RA	Insect hormone biosynthesis	Insect hormone biosynthesis
AGAP010002	AGAP010002-RA	AFUN010724	AFUN010724-RA	Insect hormone biosynthesis	Insect hormone biosynthesis
AGAP001039	AGAP001039-RA	AFUN015739	AFUN015739-RA	Insect hormone biosynthesis	Insect hormone biosynthesis
AGAP001039	AGAP001039-RA	AFUN015739	AFUN015739-RA	Insect hormone biosynthesis	Insect hormone biosynthesis
AGAP005658	AGAP005658-RA	AFUN015908	AFUN015908-RA	Insect hormone biosynthesis	Insect hormone biosynthesis
AGAP005658	AGAP005658-RA	AFUN015908	AFUN015908-RA	Insect hormone biosynthesis	Insect hormone biosynthesis
AGAP005658	AGAP005658-RA	AFUN015908	AFUN015908-RA	Insect hormone biosynthesis	Insect hormone biosynthesis
AGAP008686	AGAP008686-RA	AFUN016198	AFUN016198-RA	Insect hormone biosynthesis	Insect hormone biosynthesis
AGAP008686	AGAP008686-RA	AFUN016198	AFUN016198-RA	Insect hormone biosynthesis	Insect hormone biosynthesis
AGAP008686	AGAP008686-RA	AFUN016198	AFUN016198-RA	Insect hormone biosynthesis	Insect hormone biosynthesis
AGAP008684	AGAP008684-RA	AFUN016199	AFUN016199-RA	Insect hormone biosynthesis	Insect hormone biosynthesis
AGAP008684	AGAP008684-RA	AFUN016199	AFUN016199-RA	Insect hormone biosynthesis	Insect hormone biosynthesis
AGAP005836	AGAP005836-RA	AFUN016367	AFUN016367-RA	Insect hormone biosynthesis	Insect hormone biosynthesis
AGAP005836	AGAP005836-RA	AFUN016367	AFUN016367-RA	Insect hormone biosynthesis	Insect hormone biosynthesis
AGAP005836	AGAP005836-RA	AFUN016367	AFUN016367-RA	Insect hormone biosynthesis	Insect hormone biosynthesis
AGAP005837	AGAP005837-RA	AFUN016367	AFUN016367-RA	Insect hormone biosynthesis	Insect hormone biosynthesis
AGAP005837	AGAP005837-RA	AFUN016367	AFUN016367-RA	Insect hormone biosynthesis	Insect hormone biosynthesis
AGAP005837	AGAP005837-RA	AFUN016367	AFUN016367-RA	Insect hormone biosynthesis	Insect hormone biosynthesis
AGAP005833	AGAP005833-RA	AFUN016507	AFUN016507-RB	Insect hormone biosynthesis	Insect hormone biosynthesis
AGAP005833	AGAP005833-RA	AFUN016507	AFUN016507-RB	Insect hormone biosynthesis	Insect hormone biosynthesis
AGAP005834	AGAP005834-RA	AFUN016507	AFUN016507-RB	Insect hormone biosynthesis	Insect hormone biosynthesis
AGAP005834	AGAP005834-RA	AFUN016507	AFUN016507-RB	Insect hormone biosynthesis	Insect hormone biosynthesis
AGAP005834	AGAP005834-RA	AFUN016507	AFUN016507-RB	Insect hormone biosynthesis	Insect hormone biosynthesis
AGAP005835	AGAP005835-RA	AFUN016507	AFUN016507-RB	Insect hormone biosynthesis	Insect hormone biosynthesis
AGAP005835	AGAP005835-RA	AFUN016507	AFUN016507-RB	Insect hormone biosynthesis	Insect hormone biosynthesis
AGAP005835	AGAP005835-RA	AFUN016507	AFUN016507-RB	Insect hormone biosynthesis	Insect hormone biosynthesis
AGAP005833	AGAP005833-RA	AFUN016508	AFUN016508-RA	Insect hormone biosynthesis	Insect hormone biosynthesis
AGAP005833	AGAP005833-RA	AFUN016508	AFUN016508-RA	Insect hormone biosynthesis	Insect hormone biosynthesis
AGAP005834	AGAP005834-RA	AFUN016508	AFUN016508-RA	Insect hormone biosynthesis	Insect hormone biosynthesis
AGAP005834	AGAP005834-RA	AFUN016508	AFUN016508-RA	Insect hormone biosynthesis	Insect hormone biosynthesis
AGAP005834	AGAP005834-RA	AFUN016508	AFUN016508-RA	Insect hormone biosynthesis	Insect hormone biosynthesis
AGAP005835	AGAP005835-RA	AFUN016508	AFUN016508-RA	Insect hormone biosynthesis	Insect hormone biosynthesis
AGAP005835	AGAP005835-RA	AFUN016508	AFUN016508-RA	Insect hormone biosynthesis	Insect hormone biosynthesis
AGAP005835	AGAP005835-RA	AFUN016508	AFUN016508-RA	Insect hormone biosynthesis	Insect hormone biosynthesis
AGAP005833	AGAP005833-RA	AFUN016509	AFUN016509-RA	Insect hormone biosynthesis	Insect hormone biosynthesis
AGAP005833	AGAP005833-RA	AFUN016509	AFUN016509-RA	Insect hormone biosynthesis	Insect hormone biosynthesis
AGAP005834	AGAP005834-RA	AFUN016509	AFUN016509-RA	Insect hormone biosynthesis	Insect hormone biosynthesis
AGAP005834	AGAP005834-RA	AFUN016509	AFUN016509-RA	Insect hormone biosynthesis	Insect hormone biosynthesis
AGAP005834	AGAP005834-RA	AFUN016509	AFUN016509-RA	Insect hormone biosynthesis	Insect hormone biosynthesis
AGAP005835	AGAP005835-RA	AFUN016509	AFUN016509-RA	Insect hormone biosynthesis	Insect hormone biosynthesis
AGAP005835	AGAP005835-RA	AFUN016509	AFUN016509-RA	Insect hormone biosynthesis	Insect hormone biosynthesis
AGAP005835	AGAP005835-RA	AFUN016509	AFUN016509-RA	Insect hormone biosynthesis	Insect hormone biosynthesis
AGAP005833	AGAP005833-RA	AFUN016510	AFUN016510-RA	Insect hormone biosynthesis	Insect hormone biosynthesis
AGAP005833	AGAP005833-RA	AFUN016510	AFUN016510-RA	Insect hormone biosynthesis	Insect hormone biosynthesis
AGAP005834	AGAP005834-RA	AFUN016510	AFUN016510-RA	Insect hormone biosynthesis	Insect hormone biosynthesis
AGAP005834	AGAP005834-RA	AFUN016510	AFUN016510-RA	Insect hormone biosynthesis	Insect hormone biosynthesis
AGAP005834	AGAP005834-RA	AFUN016510	AFUN016510-RA	Insect hormone biosynthesis	Insect hormone biosynthesis
AGAP005835	AGAP005835-RA	AFUN016510	AFUN016510-RA	Insect hormone biosynthesis	Insect hormone biosynthesis
AGAP005835	AGAP005835-RA	AFUN016510	AFUN016510-RA	Insect hormone biosynthesis	Insect hormone biosynthesis
AGAP005835	AGAP005835-RA	AFUN016510	AFUN016510-RA	Insect hormone biosynthesis	Insect hormone biosynthesis
AGAP005836	AGAP005836-RA	AFUN016593	AFUN016593-RA	Insect hormone biosynthesis	Insect hormone biosynthesis
AGAP005836	AGAP005836-RA	AFUN016593	AFUN016593-RA	Insect hormone biosynthesis	Insect hormone biosynthesis
AGAP005836	AGAP005836-RA	AFUN016593	AFUN016593-RA	Insect hormone biosynthesis	Insect hormone biosynthesis
AGAP005837	AGAP005837-RA	AFUN016593	AFUN016593-RA	Insect hormone biosynthesis	Insect hormone biosynthesis
AGAP005837	AGAP005837-RA	AFUN016593	AFUN016593-RA	Insect hormone biosynthesis	Insect hormone biosynthesis
AGAP005837	AGAP005837-RA	AFUN016593	AFUN016593-RA	Insect hormone biosynthesis	Insect hormone biosynthesis
AGAP003652	AGAP003652-RB	AFUN019269	AFUN019269-RA	Insect hormone biosynthesis	Insect hormone biosynthesis
AGAP003652	AGAP003652-RA	AFUN019269	AFUN019269-RA	Insect hormone biosynthesis	Insect hormone biosynthesis
AGAP003652	AGAP003652-RB	AFUN019269	AFUN019269-RA	Insect hormone biosynthesis	Insect hormone biosynthesis
AGAP003652	AGAP003652-RA	AFUN019269	AFUN019269-RA	Insect hormone biosynthesis	Insect hormone biosynthesis
AGAP003652	AGAP003652-RB	AFUN019269	AFUN019269-RA	Insect hormone biosynthesis	Insect hormone biosynthesis
AGAP003652	AGAP003652-RA	AFUN019269	AFUN019269-RA	Insect hormone biosynthesis	Insect hormone biosynthesis
AGAP003578	AGAP003578-RA	AFUN019585	AFUN019585-RA	Insect hormone biosynthesis	Insect hormone biosynthesis
AGAP003578	AGAP003578-RA	AFUN019585	AFUN019585-RA	Insect hormone biosynthesis	Insect hormone biosynthesis
AGAP003578	AGAP003578-RA	AFUN020790	AFUN020790-RA	Insect hormone biosynthesis	Insect hormone biosynthesis
AGAP003578	AGAP003578-RA	AFUN020790	AFUN020790-RA	Insect hormone biosynthesis	Insect hormone biosynthesis
AGAP000094	AGAP000094-RA	AFUN021096	AFUN021096-RA	Insect hormone biosynthesis	Insect hormone biosynthesis
AGAP000094	AGAP000094-RA	AFUN021096	AFUN021096-RA	Insect hormone biosynthesis	Insect hormone biosynthesis
AGAP000094	AGAP000094-RA	AFUN021096	AFUN021096-RA	Insect hormone biosynthesis	Insect hormone biosynthesis
AGAP005500	AGAP005500-RA	AFUN021807	AFUN021807-RA	Insect hormone biosynthesis	Insect hormone biosynthesis
AGAP005500	AGAP005500-RA	AFUN021807	AFUN021807-RA	Insect hormone biosynthesis	Insect hormone biosynthesis
AGAP005500	AGAP005500-RA	AFUN021807	AFUN021807-RA	Insect hormone biosynthesis	Insect hormone biosynthesis
AGAP005502	AGAP005502-RA	AFUN021808	AFUN021808-RA	Insect hormone biosynthesis	Insect hormone biosynthesis
AGAP005502	AGAP005502-RA	AFUN021808	AFUN021808-RA	Insect hormone biosynthesis	Insect hormone biosynthesis
AGAP005503	AGAP005503-RA	AFUN021809	AFUN021809-RA	Insect hormone biosynthesis	Insect hormone biosynthesis
AGAP005503	AGAP005503-RA	AFUN021809	AFUN021809-RA	Insect hormone biosynthesis	Insect hormone biosynthesis
AGAP005501	AGAP005501-RA	AFUN021810	AFUN021810-RA	Insect hormone biosynthesis	Insect hormone biosynthesis
AGAP005501	AGAP005501-RA	AFUN021810	AFUN021810-RA	Insect hormone biosynthesis	Insect hormone biosynthesis
AGAP005501	AGAP005501-RA	AFUN021810	AFUN021810-RA	Insect hormone biosynthesis	Insect hormone biosynthesis
AGAP005499	AGAP005499-RA	AFUN021811	AFUN021811-RA	Insect hormone biosynthesis	Insect hormone biosynthesis
AGAP005499	AGAP005499-RA	AFUN021811	AFUN021811-RA	Insect hormone biosynthesis	Insect hormone biosynthesis
AGAP005256	AGAP005256-RA	AFUN021853	AFUN021853-RA	Insect hormone biosynthesis	Insect hormone biosynthesis
AGAP005256	AGAP005256-RA	AFUN021853	AFUN021853-RA	Insect hormone biosynthesis	Insect hormone biosynthesis
AGAP005256	AGAP005256-RA	AFUN021853	AFUN021853-RA	Insect hormone biosynthesis	Insect hormone biosynthesis
AGAP005256	AGAP005256-RA	AFUN021853	AFUN021853-RA	Insect hormone biosynthesis	Insect hormone biosynthesis
AGAP009944	AGAP009944-RA			Insect hormone biosynthesis	Insect hormone biosynthesis
AGAP009944	AGAP009944-RA			Insect hormone biosynthesis	Insect hormone biosynthesis
AGAP009944	AGAP009944-RA			Insect hormone biosynthesis	Insect hormone biosynthesis
AGAP000018	AGAP000018-RA	AFUN000208	AFUN000208-RA	Inositol phosphate metabolism	Inositol phosphate metabolism
AGAP000018	AGAP000018-RA	AFUN000208	AFUN000208-RA	Inositol phosphate metabolism	Inositol phosphate metabolism
AGAP005341	AGAP005341-RA	AFUN000395	AFUN000395-RB	Inositol phosphate metabolism	Inositol phosphate metabolism
AGAP005341	AGAP005341-RB	AFUN000395	AFUN000395-RB	Inositol phosphate metabolism	Inositol phosphate metabolism
AGAP005341	AGAP005341-RA	AFUN000395	AFUN000395-RB	Inositol phosphate metabolism	Inositol phosphate metabolism
AGAP005341	AGAP005341-RB	AFUN000395	AFUN000395-RB	Inositol phosphate metabolism	Inositol phosphate metabolism
AGAP005341	AGAP005341-RA	AFUN000395	AFUN000395-RB	Inositol phosphate metabolism	Inositol phosphate metabolism
AGAP005341	AGAP005341-RB	AFUN000395	AFUN000395-RB	Inositol phosphate metabolism	Inositol phosphate metabolism
AGAP005341	AGAP005341-RA	AFUN000395	AFUN000395-RB	Inositol phosphate metabolism	Inositol phosphate metabolism
AGAP005341	AGAP005341-RB	AFUN000395	AFUN000395-RB	Inositol phosphate metabolism	Inositol phosphate metabolism
AGAP005341	AGAP005341-RA	AFUN000395	AFUN000395-RB	Inositol phosphate metabolism	Inositol phosphate metabolism
AGAP005341	AGAP005341-RB	AFUN000395	AFUN000395-RB	Inositol phosphate metabolism	Inositol phosphate metabolism
AGAP005341	AGAP005341-RA	AFUN000395	AFUN000395-RB	Inositol phosphate metabolism	Inositol phosphate metabolism
AGAP005341	AGAP005341-RB	AFUN000395	AFUN000395-RB	Inositol phosphate metabolism	Inositol phosphate metabolism
AGAP008700	AGAP008700-RA	AFUN000879	AFUN000879-RA	Inositol phosphate metabolism	Inositol phosphate metabolism
AGAP008700	AGAP008700-RA	AFUN000879	AFUN000879-RA	Inositol phosphate metabolism	Inositol phosphate metabolism
AGAP007512	AGAP007512-RA	AFUN001040	AFUN001040-RB	Inositol phosphate metabolism	Inositol phosphate metabolism
AGAP007512	AGAP007512-RA	AFUN001040	AFUN001040-RB	Inositol phosphate metabolism	Inositol phosphate metabolism
AGAP007512	AGAP007512-RA	AFUN001040	AFUN001040-RB	Inositol phosphate metabolism	Inositol phosphate metabolism
AGAP007512	AGAP007512-RA	AFUN001040	AFUN001040-RB	Inositol phosphate metabolism	Inositol phosphate metabolism
AGAP001630	AGAP001630-RA	AFUN001604	AFUN001604-RA	Inositol phosphate metabolism	Inositol phosphate metabolism
AGAP001630	AGAP001630-RA	AFUN001604	AFUN001604-RA	Inositol phosphate metabolism	Inositol phosphate metabolism
AGAP001630	AGAP001630-RA	AFUN001604	AFUN001604-RA	Inositol phosphate metabolism	Inositol phosphate metabolism
AGAP009563	AGAP009563-RA	AFUN002789	AFUN002789-RA	Inositol phosphate metabolism	Inositol phosphate metabolism
